"gene_id","feature_id","sample_id","annotation_source","function_category","pathway","ko_id","count","abundance"
"gene_011","ASV067","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",55,0.00832829
"gene_011","ASV067","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",42,0.00653595
"gene_011","ASV067","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.00877193
"gene_011","ASV067","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",73,0.00961032
"gene_011","ASV067","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",80,0.01068091
"gene_011","ASV067","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",81,0.01050311
"gene_011","ASV067","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",66,0.00873016
"gene_011","ASV067","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",70,0.00942888
"gene_012","ASV035","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",176,0.03208166
"gene_012","ASV035","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",151,0.02794226
"gene_012","ASV035","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",190,0.03511366
"gene_012","ASV035","C04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",174,0.03205601
"gene_012","ASV035","C05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",128,0.02396555
"gene_012","ASV035","C06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",171,0.03330736
"gene_012","ASV035","T01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",103,0.01908468
"gene_012","ASV035","T02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",88,0.01665405
"gene_012","ASV035","T03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",101,0.0190602
"gene_012","ASV035","T04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",105,0.02042007
"gene_012","ASV035","T05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",129,0.0237176
"gene_012","ASV035","T06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",126,0.0231405
"gene_012","ASV035","M01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",125,0.01937084
"gene_012","ASV035","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01410333
"gene_012","ASV035","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01429862
"gene_012","ASV035","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",81,0.01222457
"gene_012","ASV035","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",106,0.01605088
"gene_012","ASV035","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",121,0.01882975
"gene_012","ASV035","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",108,0.0145749
"gene_012","ASV035","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01250658
"gene_012","ASV035","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",88,0.011749
"gene_012","ASV035","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",65,0.00842842
"gene_012","ASV035","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",88,0.01164021
"gene_012","ASV035","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",76,0.01023707
"gene_013","ASV078","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",62,0.01130149
"gene_013","ASV078","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",124,0.02294597
"gene_013","ASV078","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",92,0.0170024
"gene_013","ASV078","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",96,0.01768607
"gene_013","ASV078","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",125,0.02340386
"gene_013","ASV078","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",99,0.01928321
"gene_013","ASV078","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",94,0.01741708
"gene_013","ASV078","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",87,0.0164648
"gene_013","ASV078","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",77,0.01453104
"gene_013","ASV078","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",72,0.01400233
"gene_013","ASV078","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",91,0.01673102
"gene_013","ASV078","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",93,0.01707989
"gene_013","ASV078","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",86,0.01332713
"gene_013","ASV078","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",97,0.01440024
"gene_013","ASV078","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",73,0.01098736
"gene_013","ASV078","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",86,0.01297917
"gene_013","ASV078","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",91,0.01377953
"gene_013","ASV078","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",85,0.01322751
"gene_013","ASV078","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",90,0.01214575
"gene_013","ASV078","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",123,0.01619273
"gene_013","ASV078","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",101,0.01348465
"gene_013","ASV078","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",83,0.01076245
"gene_013","ASV078","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",89,0.01177249
"gene_013","ASV078","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",102,0.01373922
"gene_014","ASV034","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",52,0.00947867
"gene_014","ASV034","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",47,0.00869726
"gene_014","ASV034","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",71,0.01312142
"gene_014","ASV034","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",80,0.01473839
"gene_014","ASV034","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",64,0.01198277
"gene_014","ASV034","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",66,0.01285547
"gene_014","ASV034","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",85,0.01574949
"gene_014","ASV034","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",50,0.00946253
"gene_014","ASV034","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",55,0.01037932
"gene_014","ASV034","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",45,0.00875146
"gene_014","ASV034","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",53,0.00974444
"gene_014","ASV034","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",46,0.00844812
"gene_014","ASV034","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",172,0.02665427
"gene_014","ASV034","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",143,0.02122922
"gene_014","ASV034","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",122,0.01836243
"gene_014","ASV034","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",142,0.02143073
"gene_014","ASV034","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",143,0.02165354
"gene_014","ASV034","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",127,0.01976346
"gene_014","ASV034","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",129,0.01740891
"gene_014","ASV034","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",137,0.01803581
"gene_014","ASV034","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",168,0.02242991
"gene_014","ASV034","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",198,0.02567427
"gene_014","ASV034","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",143,0.01891534
"gene_014","ASV034","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",128,0.01724138
"gene_015","ASV073","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",15,0.00273423
"gene_015","ASV073","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",23,0.00425611
"gene_015","ASV073","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",22,0.00406579
"gene_015","ASV073","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",33,0.00607959
"gene_015","ASV073","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",25,0.00468077
"gene_015","ASV073","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",21,0.00409038
"gene_015","ASV073","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",43,0.00796739
"gene_015","ASV073","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",48,0.00908403
"gene_015","ASV073","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",38,0.00717116
"gene_015","ASV073","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",40,0.00777907
"gene_015","ASV073","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",50,0.00919287
"gene_015","ASV073","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",48,0.00881543
"gene_015","ASV073","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",38,0.00588873
"gene_015","ASV073","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",52,0.00771971
"gene_015","ASV073","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",62,0.00933173
"gene_015","ASV073","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",44,0.00664051
"gene_015","ASV073","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",62,0.00938825
"gene_015","ASV073","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",73,0.0113601
"gene_015","ASV073","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",90,0.01214575
"gene_015","ASV073","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",67,0.00882043
"gene_015","ASV073","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",55,0.00734312
"gene_015","ASV073","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",81,0.01050311
"gene_015","ASV073","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",86,0.01137566
"gene_015","ASV073","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",93,0.01252694
"gene_016","ASV093","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",48,0.00874954
"gene_016","ASV093","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",71,0.01313842
"gene_016","ASV093","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",66,0.01219738
"gene_016","ASV093","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",58,0.01068534
"gene_016","ASV093","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",59,0.01104662
"gene_016","ASV093","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",78,0.01519283
"gene_016","ASV093","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",108,0.02001112
"gene_016","ASV093","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",75,0.01419379
"gene_016","ASV093","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",127,0.02396679
"gene_016","ASV093","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",87,0.01691949
"gene_016","ASV093","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",92,0.01691487
"gene_016","ASV093","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",84,0.015427
"gene_016","ASV093","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",169,0.02618937
"gene_016","ASV093","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",111,0.01647862
"gene_016","ASV093","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",131,0.01971704
"gene_016","ASV093","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",88,0.01328101
"gene_016","ASV093","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",167,0.0252877
"gene_016","ASV093","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",138,0.02147526
"gene_016","ASV093","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",223,0.03009447
"gene_016","ASV093","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",181,0.02382833
"gene_016","ASV093","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",189,0.02523364
"gene_016","ASV093","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",188,0.02437759
"gene_016","ASV093","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",197,0.0260582
"gene_016","ASV093","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",121,0.01629849
"gene_017","ASV006","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",180,0.03281079
"gene_017","ASV006","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",187,0.034604
"gene_017","ASV006","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",128,0.02365552
"gene_017","ASV006","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",113,0.02081798
"gene_017","ASV006","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",118,0.02209324
"gene_017","ASV006","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",165,0.03213868
"gene_017","ASV006","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",89,0.01649064
"gene_017","ASV006","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",104,0.01968206
"gene_017","ASV006","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",86,0.01622948
"gene_017","ASV006","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",98,0.01905873
"gene_017","ASV006","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",82,0.0150763
"gene_017","ASV006","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",89,0.01634527
"gene_017","ASV006","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",76,0.01177747
"gene_017","ASV006","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",78,0.01157957
"gene_017","ASV006","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",81,0.01219145
"gene_017","ASV006","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",115,0.01735587
"gene_017","ASV006","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",72,0.01090248
"gene_017","ASV006","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",74,0.01151572
"gene_017","ASV006","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",90,0.01214575
"gene_017","ASV006","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",79,0.01040021
"gene_017","ASV006","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",88,0.011749
